ticket_id,airline_flight,name,gender,dob,dop,dod,is_adult,from,to,distance,num_stops,has_loyalty,price_tier,price
IDYY92176,Calisto\CS-615,Ms. Cassandra Vine,F,2002-06-14,2021-06-05,2022-03-29,1,Costa Rica,Wallis and Futuna,10638.92,1,0,1,1272.19
IDXX39570,Adonis\AS-558,Mr. Rodney Mcbride,M,2008-02-07,2021-02-17,2021-12-17,0,Cape Verde,Lithuania,5958.81,2,1,1,716.55
IDZZ06471,Omega\OG-415,Ms. Melissa Mueller,F,1990-07-02,2021-09-06,2021-09-15,1,Lithuania,Iran,3434.53,1,1,2,737.95
IDZZ27378,Omega\OG-738,Ms. Lisa Alonso,F,1999-01-29,2021-02-18,2021-09-30,1,Namibia,Vanuatu,14559.44,1,0,1,1280.14
IDYY55133,Calisto\CS-491,Ms. Crystal Brannon,F,1998-06-19,2021-04-30,2022-04-08,1,Uzbekistan,Iran,1388.26,2,0,1,408.66
IDYY77118,Calisto\CS-471,Mr. William Carver,m,2006-08-27,2021-01-22,2021-09-04,0,San Marino,Mongolia,6719.89,2,0,2,1255.54
IDZZ46274,Omega\OG-910,Ms. Albertina Highland,F,1992-11-23,2021-07-19,2021-09-01,1,Zimbabwe,Costa Rica,12768.11,2,1,2,1638.54
IDXX71730,Adonis\AS-877,Mr. Dennis Hall,M,1989-01-29,2021-06-25,2021-08-17,1,Cuba,Solomon Islands,13720.05,2,1,2,2741.02
IDYY02614,Calisto\CS-026,Ms. Odell Singer,F,2010-01-20,2021-06-12,2021-12-05,0,Niue,Gibraltar,17605.35,2,1,2,2700.27
IDXX48933,Adonis\AS-834,Mr. Eric Burke,M,2015-06-24,2021-05-23,2022-01-17,0,Svalbard and Jan Mayen,Haiti,8099.9,1,1,1,997.35
IDZZ38351,Omega\OG-760,Mr. Gregg Iser,M,1990-06-20,2021-10-30,2022-08-03,1,Belize,Australia,15578.11,2,0,1,1231.36
IDZZ28673,Omega\OG-446,Mr. Jeremy Russey,M,2012-06-21,2021-07-12,2021-08-13,0,Panama,Switzerland,9251.62,0,1,2,1372.48
IDXX27810,Adonis\AS-552,Ms. Lynn Hunt,F,1994-12-04,2021-03-10,2021-12-28,1,Belize,Italy,9630.94,2,0,1,1261.39
IDZZ35586,Omega\OG-280,Mr. Randy Childers,M,1996-09-05,2021-02-11,2021-06-03,1,Ukraine,Italy,1624.73,1,1,1,542.78
IDXX59853,Adonis\AS-363,Mr. William Lane,M,1990-03-01,2021-03-03,2021-11-12,1,Saint Pierre and Miquelon,Chile,9322.5,0,0,1,1433.48
IDYY51002,Calisto\CS-326,Ms. Yolanda Erickson,F,1998-05-18,2021-12-17,2022-02-02,1,Lebanon,Latvia,2701.92,0,1,2,881.08
IDXX44836,Adonis\AS-544,Ms. Shauna Sturdevant,F,2015-01-05,2021-04-24,2022-02-08,0,Dominican Republic,Gibraltar,6569.09,2,1,1,762.47
IDXX00426,Adonis\AS-405,Ms. Amanda Deitz,F,1996-05-01,2021-09-04,2021-10-21,1,Palestinian Territories,Mauritius,6289.54,2,0,2,1561.72
IDXX83993,Adonis\AS-353,Ms. Sabrina Benck,F,1989-07-22,2021-05-13,2021-06-30,1,Kosovo,Kenya,5040.71,1,0,2,1408.46
IDZZ34685,Omega\OG-564,Mr. Mike Hale,M,1996-06-24,2021-03-15,2021-07-07,1,Turkmenistan,Brazil,12857.9,1,1,2,1763.76
IDYY03226,Calisto\CS-192,Mr. Ricardo Watson,M,1997-02-10,2021-12-31,2022-04-17,1,Norway,Gambia,5581.25,1,1,2,1188.12
IDYY75174,Calisto\CS-601,Ms. Brittni Moore,F,2019-01-24,2021-02-23,2021-12-21,0,Somalia,Tokelau,15813.6,2,1,1,1300.35
IDYY52263,Calisto\CS-881,Mr. Erik Byrd,M,1981-10-17,2021-09-27,2021-11-20,1,Croatia,Norway,1767.94,1,1,3,764.2
IDYY02393,Calisto\CS-895,Ms. Rosemary Osborne,F,2011-11-20,2021-05-07,2021-10-19,0,Cocos [Keeling] Islands,Timor-Leste,3177.8,1,0,2,814.97
IDYY81767,Calisto\CS-372,Ms. Sheila Bolling,F,2014-10-10,2021-27-01,2021-11-10,0,Jersey,Malta,1995.07,2,0,1,329.62
IDYY78527,Calisto\CS-176,Mr. Mohammed Holmes,M,1995-11-06,2021-01-30,2021-06-24,1,Tunisia,Guyana,7732.31,1,1,2,1491.9
IDXX41654,Adonis\AS-373,Ms. Ava Newsham,F,2012-03-06,2021-03-09,2021-08-23,0,Venezuela,Monaco,5411.59,2,0,2,1842.57
IDZZ75032,Omega\OG-305,Mr. Marcus Creasy,M,1997-02-23,2021-01-16,2021-03-13,1,Madagascar,Germany,8556.85,1,0,3,1954.42
IDZZ94618,Omega\OG-241,Ms. Shantelle Bullock,F,2016-10-03,2021-10-15,2022-08-30,0,Mexico,Malta,10661.43,1,1,1,839.1
IDZZ86502,Omega\OG-470,Ms. Lana Molinaro,M,1982-10-08,2021-03-25,2022-03-21,1,Japan,Saudi Arabia,8745.17,1,1,1,847.3
IDZZ15403,Omega\OG-418,Mr. Ernesto Ferguson,M,2004-04-22,2021-11-17,2022-02-14,1,Barbados,Madagascar,12189.82,1,1,2,1686.85
IDYY51115,Calisto\CS-668,Ms. Delora Williams,F,2006-11-11,2021-03-18,2022-02-27,0,El Salvador,Vietnam,16404.56,1,0,2,2923.43
IDYY83205,Calisto\CS-044,Ms. Tracey Nelson,F,1995-08-08,2021-02-22,2021-08-04,1,Nigeria,China,9919.74,2,1,2,1700.17
IDYY36608,Calisto\CS-955,Ms. Harriette Wells,F,1980-08-12,2021-04-07,2022-01-22,1,Saint Lucia,Belgium,7098.36,2,0,2,1437.0
IDXX13433,Adonis\AS-011,Ms. Marie Giroux,F,2018-11-05,2021-03-08,2021-06-26,0,Jamaica,Eritrea,12205.39,1,0,2,2733.53
IDZZ49189,Omega\OG-622,Mr. Eric Bowlds,M,2011-08-14,2021-11-18,2022-07-18,0,Croatia,Peru,10758.41,2,0,1,748.46
IDYY04304,Calisto\CS-367,Mr. Warren Catalano,M,2009-07-26,2021-06-07,2021-08-29,0,El Salvador,Guadeloupe,2898.99,2,0,2,647.59
IDZZ16060,Omega\OG-579,Ms. Josephine Medrano,f,2016-06-27,2021-04-26,2021-06-28,0,Barbados,Iceland,6530.68,2,0,2,974.91
IDZZ84808,Omega\OG-198,Ms. Nicole Ramirez,F,2019-11-11,2021-12-29,2022-18-04,0,Aruba,Uzbekistan,12440.07,2,0,2,1688.85
IDYY09491,Calisto\CS-463,Mr. Michael Roney,M,2001-06-30,2021-12-11,2022-02-03,0,Saudi Arabia,Nigeria,4203.05,0,1,2,1094.54
IDYY47836,Calisto\CS-017,Mr. Elbert Holton,M,1989-08-24,2021-05-05,2021-05-21,1,Equatorial Guinea,Tokelau,19189.33,1,0,2,3494.86
IDXX01786,Adonis\AS-868,Mr. Dan Gary,M,2006-08-06,2021-12-26,2022-07-25,0,Tunisia,Svalbard and Jan Mayen,4910.67,1,1,1,713.79
IDXX54359,Adonis\AS-753,Mr. David Lambert,M,1995-11-11,2021-07-29,2022-01-19,1,Australia,Kuwait,11030.79,1,1,2,2353.45
IDYY07935,Calisto\CS-606,Mr. Leonard May,M,2003-09-25,2021-04-17,2022-01-04,1,Kosovo,Saudi Arabia,3046.33,1,0,1,663.05
IDXX40830,Adonis\AS-835,Mr. Brett Gabbard,M,2013-08-02,2021-03-08,2022-03-03,0,Singapore,Comoros,6788.36,0,1,1,972.41
IDYY20388,Calisto\CS-730,Ms. Theresa Hamilton,F,2008-06-08,2021-02-16,2021-07-15,0,Saint Pierre and Miquelon,Zambia,10644.06,2,0,2,1886.67
IDXX84661,Adonis\AS-160,Mr. Harry Philipp,M,2021-08-20,2021-09-14,2022-01-13,0,Latvia,Ghana,5884.67,0,1,2,1428.33
IDYY28564,Calisto\CS-298,Mr. Randell Mahan,M,2002-04-03,2021-02-24,2021-10-30,1,French Southern Territories,Bangladesh,8385.59,0,1,2,1705.25
IDZZ23872,Omega\OG-245,Mr. Thomas Rosenthal,m,1997-11-03,2021-10-12,2021-12-12,1,Eritrea,British Indian Ocean Territory,4274.68,2,1,2,727.43
IDXX82954,Adonis\AS-316,Ms. Shantelle Giles,F,2004-01-17,2021-01-25,2021-10-02,1,Sierra Leone,Norway,6030.09,2,0,2,1501.59
