ticket_id,airline_flight,name,gender,dob,dop,dod,is_adult,from,to,distance,num_stops,has_loyalty,price_tier,price
IDXX52988,Adonis\AS-357,Mr. Paul Moran,M,2009-10-18,2021-10-23,2021-11-06,0,Saudi Arabia,Saint Helena,7997.21,0,1,3,3788.16
IDZZ62870,Omega\OG-116,Ms. Lynn Puffinberger,F,2007-11-13,2021-08-03,2022-01-26,0,Syria,Gabon,4882.54,0,1,2,899.03
IDYY66294,Calisto\CS-128,Mr. Todd Scelzo,M,1994-04-09,2021-04-03,2022-03-24,1,British Virgin Islands,Philippines,16482.37,2,1,1,1466.02
IDZZ31856,Omega\OG-509,Mr. Robert Haley,M,2012-12-04,2021-09-16,2022-03-17,0,Mayotte,Guatemala,15223.21,1,0,1,1213.49
IDZZ78711,Omega\OG-963,Mr. James Clancy,M,1996-02-06,2021-02-14,2021-06-06,1,Spain,Mozambique,7736.22,1,0,2,1353.71
IDYY17998,Calisto\CS-642,Mr. Christopher Mccabe,M,2017-04-01,2021-02-19,2021-03-29,0,Equatorial Guinea,Greece,4328.28,1,0,2,990.78
IDXX11396,Adonis\AS-972,Mr. Timothy Benjamen,M,2012-05-31,2021-05-07,2021-09-21,0,Iraq,Comoros,5020.24,1,0,2,1298.52
IDYY55709,Calisto\CS-656,Ms. Jodi Mcmurray,F,2010-02-05,2021-08-07,2022-07-12,0,Austria,Maldives,7450.68,1,1,1,808.26
IDXX05147,Adonis\AS-734,Mr. Robert Griffin,M,2000-09-07,2021-03-05,2021-12-24,1,Mozambique,Romania,7270.66,0,0,1,1228.29
IDZZ46693,Omega\OG-428,Ms. Mireya Lachance,F,2001-03-31,2021-09-29,2022-06-26,1,Turks and Caicos Islands,Canada,4767.17,2,0,2,868.96
IDXX49502,Adonis\AS-738,Mr. Bryan Walker,M,1986-09-09,2021-02-19,2021-08-20,1,Sierra Leone,Maldives,9416.31,2,1,1,1109.06
IDZZ05258,Omega\OG-549,Mr. Bruce Britton,M,1985-05-08,2021-12-31,2022-06-04,1,Cook Islands,Myanmar [Burma],12287.43,1,1,2,1689.85
IDXX66777,Adonis\AS-309,Mr. Ray Torres,M,2004-10-12,2021-10-18,2021-11-19,1,Luxembourg,Belarus,1557.8,0,0,2,802.46
IDXX37844,Adonis\AS-533,Mr. Ezra Carroll,M,1982-07-23,2021-04-16,2022-03-06,1,Namibia,Isle of Man,8872.42,2,0,2,2078.69
IDYY90726,Calisto\CS-468,Mr. Chad Ackerman,M,1992-02-20,2021-10-02,2021-11-09,1,Congo [DRC],Senegal,4496.73,0,1,2,1132.75
IDZZ13791,Omega\OG-724,Ms. Susan Morales,F,1991-06-16,2021-10-30,2021-12-02,1,Mexico,Bulgaria,10931.08,1,0,2,1718.03
IDZZ90625,Omega\OG-478,Ms. Jessica Defosses,F,1981-04-05,2021-05-25,2021-08-28,1,Burundi,Martinique,10214.81,2,1,2,1379.47
IDYY48933,Calisto\CS-447,Ms. Estella Samson,F,2000-01-24,2021-11-18,2022-10-19,1,Tunisia,Mongolia,7640.94,1,1,1,930.44
IDYY42327,Calisto\CS-986,Mr. Alfredo Melgarejo,M,1988-05-03,2021-07-15,2021-07-20,1,Slovakia,Guinea,5104.9,2,0,2,1114.81
IDXX56912,Adonis\AS-136,Mr. Travis Haskins,M,2006-05-15,2021-02-13,2021-03-07,0,Montenegro,Lesotho,8101.26,0,1,3,2546.24
IDXX83711,Adonis\AS-494,Ms. Blanche Imes,F,1994-12-26,2021-12-08,2022-03-27,1,Canada,Azerbaijan,9041.18,0,1,2,2078.8
IDYY29296,Calisto\CS-747,Ms. Mary Caruso,F,1998-01-21,2021-07-26,2022-01-18,1,Congo [Republic],Montserrat,8749.22,1,1,2,1635.63
IDZZ84221,Omega\OG-083,Mr. William Lied,M,1986-03-25,2021-11-23,2022-04-23,1,Bosnia and Herzegovina,Saint Pierre and Miquelon,5566.06,0,0,2,1191.06
IDZZ52822,Omega\OG-209,Mr. Robert Melancon,M,2006-04-16,2021-11-23,2021-11-28,0,Gibraltar,Congo [DRC],5287.52,0,1,3,613.255
IDXX81445,Adonis\AS-375,Ms. Hazel Suh,F,2014-07-11,2021-12-05,2022-10-11,0,New Zealand,Norfolk Island,1462.52,1,1,1,400.68
IDXX17136,Adonis\AS-140,Mr. Casey Schneider,M,2021-10-29,2021-04-24,2021-05-16,0,Guernsey,Gibraltar,1500.38,0,1,3,381.525
IDXX47449,Adonis\AS-902,Ms. Shantel Torres,F,2017-05-26,2021-11-29,2022-07-21,0,Lithuania,Thailand,7758.3,1,0,1,1070.19
IDXX58906,Adonis\AS-043,Ms. Olga Kwak,F,2004-09-07,2021-05-12,2022-01-10,1,Somalia,Solomon Islands,12739.08,1,0,1,1667.31
IDYY02852,Calisto\CS-195,Mr. Ollie Baird,M,2007-10-16,2021-02-16,2021-05-15,0,Palau,Singapore,3480.51,0,0,2,975.32
IDZZ22986,Omega\OG-839,Mr. Daniel Rogers,M,2004-08-24,2021-10-03,2022-05-23,1,Venezuela,Vatican City,8634.53,1,0,1,922.84
IDXX51023,Adonis\AS-784,Ms. Lois Eaton,F,2012-07-21,2021-07-25,2021-11-22,0,Libya,Turkey,2189.64,2,1,2,571.23
IDXX39161,Adonis\AS-748,Ms. Mary Bermudez,F,1991-04-27,2021-01-22,2021-10-09,1,Macedonia [FYROM],Serbia,274.75,0,1,2,497.42
IDYY12968,Calisto\CS-648,Mr. Rudy Jamison,M,1993-01-18,2021-10-19,2022-07-17,1,Trinidad and Tobago,Zambia,10188.57,2,0,2,1932.96
IDXX76180,Adonis\AS-462,Mr. Robert Shafer,M,2007-02-09,2021-07-10,2021-09-30,0,Turks and Caicos Islands,Dominica,1302.84,0,0,2,664.06
IDXX01733,Adonis\AS-441,Ms. Ruth Zanes,F,2013-10-25,2021-06-15,2021-10-03,0,Samoa,Central African Republic,18402.33,1,1,2,3581.26
IDZZ22803,Omega\OG-094,Ms. Mary Mosley,F,2002-04-02,2021-04-18,2022-01-19,1,Jordan,Saint Pierre and Miquelon,7764.9,1,1,1,790.78
IDXX73813,Adonis\AS-830,Mr. Robert Woods,M,2001-03-29,2021-03-27,2021-09-05,1,Réunion,Bosnia and Herzegovina,8203.84,0,0,2,2123.58
IDZZ46767,Omega\OG-602,Ms. Amy Torres,F,1995-09-19,2021-03-24,2021-06-07,1,Somalia,Central African Republic,2801.48,1,1,2,673.05
IDZZ43839,Omega\OG-119,Ms. Karina Johnson,F,1990-11-12,2021-01-07,2021-08-09,1,Bahamas,North Korea,12315.9,1,0,1,1147.45
IDXX17751,Adonis\AS-458,Ms. Debra Williams,F,2019-10-23,2021-07-30,2021-11-14,0,Rwanda,Malaysia,8049.56,1,0,2,1911.51
IDZZ23285,Omega\OG-894,Mr. Vernon Minnich,M,2019-08-05,2021-11-05,2022-02-04,0,Liberia,Montserrat,5849.16,2,0,2,896.61
IDYY09752,Calisto\CS-137,Ms. Connie Chiasson,F,1984-11-29,2021-04-07,2021-06-07,1,Benin,Niue,18663.47,2,0,2,3280.71
IDXX95733,Adonis\AS-502,Mr. Jay Rumph,M,2015-09-05,2021-01-15,2021-12-02,0,Russia,Malaysia,6386.11,1,1,1,850.21
IDZZ52527,Omega\OG-417,Ms. Andrea Brown,F,2001-12-24,2021-01-26,2021-06-28,1,South Georgia and the South Sandwich Islands,Saint Lucia,7949.66,2,0,2,1255.29
IDYY76284,Calisto\CS-203,Mr. Peter Melton,M,2019-02-25,2021-08-15,2022-03-10,0,Costa Rica,Réunion,15504.3,2,0,1,2129.715
IDZZ56924,Omega\OG-397,Ms. Ruth Bryson,F,1988-09-02,2021-12-09,2021-12-30,1,Vanuatu,Pitcairn Islands,6878.6,2,1,2,1014.99
IDYY11458,Calisto\CS-509,Ms. Tiffany Keeney,F,2014-01-27,2021-10-31,2022-09-06,0,Vietnam,Myanmar [Burma],1569.17,2,1,1,280.04
IDYY59291,Calisto\CS-226,Mr. Theodore Gamble,M,2008-09-26,2021-07-13,2021-08-20,0,Monaco,Mongolia,7046.76,0,1,2,2083.11
IDXX04452,Adonis\AS-042,Mr. Micheal Chairez,M,2015-12-19,2021-03-11,2021-06-08,0,British Indian Ocean Territory,British Virgin Islands,15136.86,2,1,2,2905.08
IDXX57857,Adonis\AS-915,Ms. Kimberly Pariente,F,2002-10-11,2021-09-23,2022-01-02,1,Armenia,Morocco,4720.21,0,0,2,1436.51
IDXX09255,Adonis\AS-215,Ms. Ruth Crader,F,2005-12-18,2021-01-05,2021-08-14,0,Norfolk Island,Mozambique,12667.05,1,1,2,2550.54
IDXX50862,Adonis\AS-650,Mr. Fredric Freidman,M,2003-09-06,2021-10-28,2021-11-02,1,Andorra,Christmas Island,11955.07,1,0,2,2796.22
IDXX81060,Adonis\AS-426,Ms. Jeanne Daniels,F,2013-05-21,2021-08-18,2021-12-08,0,Lesotho,Nauru,14519.77,2,1,2,2799.82
IDZZ14560,Omega\OG-547,Ms. Joanne Slayton,F,1991-02-09,2021-01-22,2021-12-10,1,Iran,Marshall Islands,12096.8,1,1,1,1020.15
IDZZ61249,Omega\OG-411,Mr. Jose Romero,M,1990-10-27,2021-07-17,2022-05-10,1,Taiwan,Central African Republic,10734.41,1,0,1,1057.38
IDZZ51974,Omega\OG-520,Mr. Christopher Anderson,M,2001-01-29,2021-05-27,2021-11-10,1,Philippines,Laos,2198.41,2,0,2,561.82
IDYY69912,Calisto\CS-229,Mr. Eric Reyna,M,1992-11-10,2021-12-15,2022-10-28,1,Yemen,French Guiana,11144.07,1,1,1,1178.03
IDXX30895,Adonis\AS-826,Ms. Antoinette West,F,2015-10-23,2021-01-14,2021-03-16,0,Svalbard and Jan Mayen,Canada,4765.98,2,1,2,1037.75
IDYY32718,Calisto\CS-660,Ms. Ivory Carter,F,2009-05-14,2021-06-02,2022-04-14,0,Mozambique,Trinidad and Tobago,11100.53,2,1,1,955.76
IDZZ12953,Omega\OG-760,Ms. Pauline Huang,F,2002-05-28,2021-04-15,2021-05-05,1,Guadeloupe,Nepal,13809.62,1,0,2,2067.79
IDYY94521,Calisto\CS-104,Ms. Judith Emery,F,2019-02-23,2021-08-20,2022-04-11,0,Croatia,Iraq,2770.39,0,1,1,568.31
IDYY11865,Calisto\CS-424,Mr. Terence Cromwell,M,1980-06-14,2021-04-23,2021-09-03,1,Mongolia,Niue,11279.14,2,1,2,1884.97
IDXX07727,Adonis\AS-544,Ms. Suzanne Mills,F,1993-05-07,2021-10-25,2022-10-12,1,Gaza Strip,Montserrat,9652.41,0,1,1,1317.06
IDXX50537,Adonis\AS-494,Mr. Francisco Severn,M,1993-04-03,2021-05-14,2022-03-05,1,Saudi Arabia,Eritrea,1116.82,0,1,2,652.31
IDXX22757,Adonis\AS-532,Mr. Tyler Bentz,M,1987-06-08,2021-11-23,2022-04-30,1,El Salvador,Yemen,14323.74,2,0,2,3169.81
IDYY51193,Calisto\CS-357,Mr. Ricardo Smith,M,2007-10-15,2021-08-26,2022-01-21,0,Guatemala,Brunei,16476.66,2,0,2,2807.37
IDZZ34583,Omega\OG-992,Mr. Markus Covello,M,1988-02-18,2021-12-30,2022-05-25,1,Cyprus,Belize,11585.16,2,1,2,2283.375
IDZZ64726,Omega\OG-548,Mr. Allan Black,M,2006-11-09,2021-08-17,2022-07-22,0,Romania,Bahrain,3184.9,2,0,1,374.92
IDYY50190,Calisto\CS-638,Mr. Steven Morin,M,2020-03-15,2021-06-06,2021-07-16,0,Sudan,Nepal,5825.39,2,0,2,1106.98
IDZZ57301,Omega\OG-888,Mr. Brandon Straus,M,2007-09-05,2021-05-17,2022-02-10,0,Cook Islands,Ethiopia,17482.23,2,1,1,1111.71
IDZZ13037,Omega\OG-411,Mr. Bernard Ramos,M,2011-05-08,2021-07-08,2022-02-10,0,Hong Kong,Zimbabwe,10320.13,1,0,1,913.54
IDYY10504,Calisto\CS-080,Ms. Lindsey Gann,F,1999-04-26,2021-09-22,2021-11-08,1,Venezuela,Russia,12440.9,1,1,2,2164.28
IDZZ63643,Omega\OG-648,Mr. David Curl,M,1980-01-24,2021-11-07,2021-12-21,1,Italy,Vatican City,10.06,0,1,2,471.07
IDYY62582,Calisto\CS-326,Ms. Jo Swain,F,2002-02-05,2021-03-07,2021-12-09,1,Kazakhstan,New Zealand,14469.95,2,1,1,1305.16
IDZZ30923,Omega\OG-929,Mr. Gregory Yelton,M,2012-12-09,2021-06-07,2022-04-26,0,Japan,Cuba,12576.09,2,0,1,935.53
IDZZ95950,Omega\OG-747,Ms. Geraldine Peek,F,2014-07-20,2021-02-03,2021-06-01,0,Niger,Mozambique,5032.29,1,0,2,911.56
IDZZ06904,Omega\OG-370,Mr. Edward Mao,M,2008-11-18,2021-04-30,2022-02-18,0,Russia,Italy,6152.78,0,0,1,775.19
IDZZ36526,Omega\OG-114,Ms. Judith Marshall,F,1995-11-04,2021-05-06,2022-02-04,1,Lesotho,France,8840.15,2,1,1,755.11
IDZZ80653,Omega\OG-813,Mr. Henry Ridge,M,1991-02-08,2021-02-16,2021-06-28,1,Brunei,Jersey,11527.13,1,1,2,1614.57
IDZZ88563,Omega\OG-818,Mr. Jeremy Crossan,M,2004-06-28,2021-07-16,2022-03-28,1,Germany,Thailand,8686.61,2,1,1,729.25
IDXX99246,Adonis\AS-877,Ms. Dorothy Burnette,F,2005-02-16,2021-01-31,2021-08-24,1,Nigeria,Cuba,9285.47,1,1,1,1193.86
IDYY88586,Calisto\CS-456,Mr. Danny Oneil,M,1992-03-24,2021-08-09,2022-02-18,1,San Marino,Tajikistan,4839.39,2,0,1,685.94
IDYY83263,Calisto\CS-381,Ms. Rachel Shallenberger,F,1988-05-30,2021-05-05,2021-08-16,1,Tajikistan,Mexico,13050.57,2,0,2,2387.33
IDYY24831,Calisto\CS-097,Ms. Arlene Lang,F,1995-09-06,2021-05-28,2021-12-16,1,Cocos [Keeling] Islands,Anguilla,17780.96,2,0,1,1723.52
IDYY59326,Calisto\CS-350,Ms. Melissa Dougherty,F,1980-04-04,2021-04-12,2021-06-18,1,Comoros,Aruba,12858.8,1,1,2,2228.91
IDXX65286,Adonis\AS-048,Mr. John Blouin,M,2014-08-12,2021-10-27,2022-07-31,0,Paraguay,Kiribati,11923.22,2,1,2,2327.32
IDXX67300,Adonis\AS-847,Mr. James Johnston,M,1997-07-24,2021-05-27,2021-08-28,1,Senegal,Japan,13705.17,2,1,2,2738.11
IDZZ72290,Omega\OG-746,Mr. William Yau,M,2017-09-11,2021-02-17,2022-01-28,0,Morocco,Anguilla,5781.92,0,1,1,680.95
IDZZ48297,Omega\OG-612,Mr. Timothy Roesler,M,2010-02-03,2021-05-30,2021-12-18,0,Colombia,Dominican Republic,1639.6,0,1,2,544.8
IDYY50316,Calisto\CS-664,Mr. George Flanagan,M,1998-05-10,2021-10-01,2021-11-11,1,Liberia,Malawi,5307.74,0,1,2,1251.13
IDYY80439,Calisto\CS-600,Mr. Cecil Mcfall,M,2001-01-08,2021-01-09,2021-07-15,1,Oman,Grenada,12246.64,1,1,1,1256.68
IDXX08220,Adonis\AS-173,Mr. Gary Leonard,M,2020-11-14,2021-10-19,2022-08-25,0,Grenada,Tanzania,10871.79,2,0,1,1285.41
IDYY69521,Calisto\CS-313,Ms. Mary Fye,F,1982-03-20,2021-04-07,2021-12-06,1,Romania,Djibouti,4147.21,2,1,1,574.87
IDXX63443,Adonis\AS-360,Mr. Marvin Cress,M,2020-10-26,2021-03-13,2021-05-04,0,Jordan,Benin,4238.07,1,1,2,1041.19
IDZZ61632,Omega\OG-081,Ms. Bonnie Bullock,F,2020-07-20,2021-02-08,2021-07-21,0,Dominican Republic,Brunei,17391.69,1,0,2,2385.48
IDZZ07986,Omega\OG-408,Mr. Stephan Rosas,M,2018-03-07,2021-03-18,2021-05-15,0,Saint Pierre and Miquelon,Comoros,11749.12,2,0,3,2303.11
IDYY60902,Calisto\CS-878,Mr. Bobby Davey,M,2018-08-20,2021-04-21,2022-03-02,0,Lesotho,Tuvalu,14801.28,2,0,1,1367.91
IDYY26702,Calisto\CS-536,Ms. Lisa Durbin,F,2000-09-07,2021-12-16,2022-06-18,1,North Korea,Albania,8374.52,0,0,2,1875.98
IDXX45527,Adonis\AS-279,Mr. Carl Kelly,M,2001-09-22,2021-12-27,2022-07-06,1,Barbados,Guyana,930.1,0,0,1,598.72
IDXX11802,Adonis\AS-002,Ms. Mary Brinson,F,1988-02-27,2021-10-10,2022-03-13,1,Zimbabwe,Egypt,5105.43,0,1,2,1363.7
IDZZ86878,Omega\OG-172,Ms. Wilma Cowan,F,1988-10-11,2021-02-19,2021-11-29,1,Honduras,Malaysia,17694.08,1,0,1,1473.94
IDYY26083,Calisto\CS-050,Mr. Joe Ayres,M,1984-02-03,2021-04-25,2021-10-05,1,British Indian Ocean Territory,Kenya,3838.54,1,1,2,926.55
IDXX72252,Adonis\AS-773,Mr. Glenn Taube,M,1983-07-15,2021-01-27,2021-10-24,1,Macau,Macedonia [FYROM],8543.86,1,1,2,1889.07
IDYY69529,Calisto\CS-710,Mr. John Lumpkin,M,1995-09-26,2021-03-18,2021-07-27,1,Cocos [Keeling] Islands,Monaco,10908.18,2,1,2,1844.59
IDZZ07275,Omega\OG-000,Mr. Albert Schrader,M,2015-04-03,2021-05-26,2022-01-30,0,Venezuela,Suriname,1203.56,0,0,2,553.0
IDZZ62997,Omega\OG-813,Ms. Mary Jethva,F,1986-10-18,2021-07-23,2022-06-21,1,Romania,American Samoa,16238.21,1,1,1,1243.45
IDXX48229,Adonis\AS-662,Ms. Leatrice Ranney,F,1999-05-20,2021-03-03,2021-10-05,1,Luxembourg,Christmas Island,11590.19,2,1,1,1317.0
IDZZ54996,Omega\OG-148,Mr. Damon Mckown,M,1990-03-09,2021-11-25,2022-02-09,1,Lithuania,Ireland,2077.73,0,0,2,763.59
IDXX82053,Adonis\AS-095,Mr. Toby Brewer,M,1985-10-06,2021-11-22,2022-04-19,1,Vatican City,Bangladesh,7316.24,1,0,2,1875.58
IDYY95354,Calisto\CS-322,Mr. Jeffrey Wylie,M,2011-03-17,2021-12-29,2022-06-27,0,Lesotho,Russia,12242.5,1,1,1,1146.85
IDYY80643,Calisto\CS-207,Ms. Bessie Cain,F,2005-01-01,2021-06-30,2021-12-19,1,Belarus,Belgium,1636.66,1,0,2,690.77
IDXX44582,Adonis\AS-212,Mr. Tanner Roth,M,2016-05-20,2021-02-18,2021-04-28,0,Falkland Islands [Islas Malvinas],Spain,11599.29,2,0,2,2519.22
IDYY71152,Calisto\CS-172,Ms. Gloria Bilbo,F,2011-05-25,2021-05-21,2022-05-15,0,Botswana,Gibraltar,7234.91,2,0,2,1343.26
IDYY50167,Calisto\CS-656,Mr. Clifton Dickson,M,2005-05-20,2021-08-07,2021-08-31,1,Grenada,Guyana,874.93,2,0,2,439.8
IDYY53794,Calisto\CS-351,Ms. Jennifer Pouncil,F,1986-01-14,2021-12-03,2022-10-06,1,South Korea,Costa Rica,13974.0,1,1,1,1374.46
IDXX75828,Adonis\AS-615,Ms. Blanche Henry,F,1981-12-22,2021-03-26,2021-09-17,1,Cyprus,Qatar,2019.43,2,1,2,637.72
IDZZ53986,Omega\OG-498,Ms. Pat Austin,F,2008-10-24,2021-05-07,2022-01-30,0,Haiti,Georgia,10553.38,1,1,2,1415.47
IDZZ56656,Omega\OG-412,Ms. Esther Schmidt,F,1998-03-13,2021-05-30,2021-08-18,1,Ecuador,Saint Vincent and the Grenadines,2490.72,2,0,2,599.73
IDYY40600,Calisto\CS-900,Ms. Brenda Torres,F,1985-04-01,2021-11-04,2022-01-16,1,Switzerland,Jordan,3003.92,1,1,2,802.06
IDXX90358,Adonis\AS-445,Mr. Elroy Collins,M,2016-02-11,2021-10-10,2022-06-02,0,Ethiopia,Gambia,6098.2,0,0,1,1011.48
IDXX10228,Adonis\AS-228,Ms. Linda Mullins,F,2009-05-03,2021-03-04,2021-04-04,0,Kosovo,Indonesia,10325.3,2,1,3,2967.95
IDXX17865,Adonis\AS-351,Mr. Craig Lyons,M,2007-06-10,2021-02-03,2021-06-15,0,Ukraine,Libya,2736.36,2,1,2,666.37
IDZZ42876,Omega\OG-833,Mr. Chris Zepeda,M,2019-05-07,2021-03-31,2021-08-04,0,Guinea-Bissau,Malaysia,12857.34,2,1,2,1556.49
IDZZ37845,Omega\OG-077,Mr. James Dudley,M,1996-04-25,2021-07-13,2022-02-28,1,Bosnia and Herzegovina,Honduras,9925.35,0,1,1,1000.32
IDYY94689,Calisto\CS-849,Mr. Albert Johnson,M,2002-01-08,2021-07-26,2022-07-12,1,Bhutan,Chile,18106.14,1,0,1,1864.24
IDXX95811,Adonis\AS-020,Ms. Bertha Morell,F,2020-10-27,2021-06-16,2021-10-09,0,Seychelles,India,3806.94,0,1,2,1044.96
IDXX09049,Adonis\AS-655,Ms. Maria Buckingham,F,1986-04-29,2021-02-10,2021-06-19,1,Guernsey,Malaysia,10703.26,2,0,2,2430.34
IDZZ96626,Omega\OG-968,Ms. Cecilia Maceachern,F,1990-03-23,2021-01-11,2021-02-10,1,Liberia,Bermuda,6398.65,2,0,2,1075.55
IDYY79033,Calisto\CS-908,Mr. Carl Murphy,M,2020-02-10,2021-06-12,2022-04-21,0,China,Ghana,10848.15,1,0,1,1173.44
IDXX40956,Adonis\AS-299,Ms. Tammy Williamson,F,2015-09-06,2021-02-25,2021-10-21,0,Russia,Iceland,5226.68,1,0,1,821.42
IDZZ92515,Omega\OG-210,Ms. Alice Aaron,F,1992-10-26,2021-10-06,2022-03-13,1,Zambia,Solomon Islands,14188.05,2,1,2,1807.86
IDZZ14203,Omega\OG-876,Mr. Derrick Long,M,2008-06-27,2021-08-15,2021-11-11,0,Saint Kitts and Nevis,Ukraine,8868.28,2,1,2,1135.33
IDYY17880,Calisto\CS-320,Ms. Bridget Murphy,F,1991-01-16,2021-09-17,2022-03-10,1,Vanuatu,Dominica,14861.77,1,1,2,2508.98
IDXX98580,Adonis\AS-780,Ms. Hallie Pierson,F,1993-10-28,2021-01-25,2021-11-23,1,Argentina,Wallis and Futuna,11017.86,1,0,1,1504.42
IDZZ90493,Omega\OG-847,Mr. Donnie Williford,M,2002-05-29,2021-01-30,2021-02-24,1,Turkey,Guernsey,3196.03,0,1,2,812.62
IDYY42465,Calisto\CS-661,Mr. Angel Barlow,M,2006-05-15,2021-10-14,2022-01-25,0,Maldives,Guadeloupe,14634.84,1,1,2,2384.33
IDYY56602,Calisto\CS-612,Mr. Alan Phillips,M,1983-03-23,2021-11-30,2022-10-15,1,Antigua and Barbuda,Côte d'Ivoire,6188.7,1,0,2,1419.18
IDYY03113,Calisto\CS-217,Mr. Bruce Korsak,M,1984-12-23,2021-05-30,2021-06-04,1,Heard Island and McDonald Islands,Fiji,9569.82,2,0,2,1828.94
IDXX69497,Adonis\AS-553,Ms. Hortencia Swinton,F,1987-01-26,2021-05-07,2021-12-18,1,Bahamas,El Salvador,1736.76,2,0,2,654.26
