ticket_id,airline_flight,name,gender,dob,dop,dod,is_adult,from,to,distance,num_stops,has_loyalty,price_tier,price
IDXX21564,Adonis\AS-921,Ms. Carroll Singleton,F,1984-07-01,2021-01-26,2021-12-26,1,Andorra,Egypt,3169.9,0,1,2,
IDZZ08324,Omega\OG-884,Mr. Anthony Baise,M,2000-08-15,2021-11-24,2022-06-28,1,Liberia,Gabon,2472.31,1,0,1,
IDYY06587,Calisto\CS-010,Ms. Graciela Stewart,F,2017-10-17,2021-12-01,2022-04-12,0,Ukraine,Argentina,13416.36,1,0,2,2444.62
IDZZ94973,Omega\OG-262,Mr. David Teague,M,2009-06-18,2021-07-08,2022-03-28,0,San Marino,Uganda,5128.47,1,0,1,
IDYY37034,Calisto\CS-061,Ms. Gertrude Dawson,F,1981-07-10,2021-07-23,2022-02-11,1,Ghana,Zambia,3961.95,2,0,1,621.19
IDZZ30085,Omega\OG-013,Mr. Avery Causey,M,1993-03-06,2021-08-28,2021-10-26,1,Saint Vincent and the Grenadines,Cape Verde,4026.06,1,0,2,894.94
IDXX77287,Adonis\AS-806,Mr. Gerald Lopze,M,2011-09-05,2021-05-06,2021-08-22,0,Zimbabwe,Qatar,5484.87,2,0,2,
IDXX91117,Adonis\AS-092,Ms. Jennifer Beech,F,1983-12-26,2021-11-22,2021-12-27,1,Mali,Cocos [Keeling] Islands,11559.82,2,1,2,
IDYY43564,Calisto\CS-182,Mr. John Blalock,M,2005-12-24,2021-02-15,2021-07-24,0,French Guiana,Cameroon,7258.21,2,1,2,1208.92
IDYY71042,Calisto\CS-271,Mr. Randall Grant,M,1985-05-17,2021-12-04,2022-06-07,1,Saint Pierre and Miquelon,Kazakhstan,8121.06,2,0,1,951.6
IDXX16053,Adonis\AS-967,Ms. Angelo Lloyd,F,1989-11-06,2021-07-14,2022-02-16,1,Aruba,American Samoa,11435.85,1,0,1,
IDZZ57687,Omega\OG-490,Mr. Morris Prewitt,M,2001-02-07,2021-03-12,2022-01-01,1,Paraguay,Armenia,12781.47,1,0,2,1944.37
IDXX21901,Adonis\AS-740,Ms. Savannah Burton,F,1991-02-09,2021-12-30,2022-05-28,1,United States,Andorra,7853.53,1,0,2,1967.13
IDXX47636,Adonis\AS-377,Mr. Jason Adams,M,1998-12-30,2021-08-15,2021-10-01,1,Hungary,Micronesia,12285.39,2,0,2,
IDZZ76001,Omega\OG-150,Ms. Shelia Mateer,F,2020-02-24,2021-02-27,2021-07-30,0,Saint Lucia,Cayman Islands,2177.74,2,1,2,395.71
IDZZ67193,Omega\OG-033,Mr. Jon Lanier,M,2000-09-13,2021-10-21,2022-06-18,1,Congo [Republic],British Virgin Islands,9020.39,2,0,2,1375.72
IDXX40747,Adonis\AS-521,Ms. Josephine Wilson,F,2020-04-05,2021-01-17,2021-02-09,0,Faroe Islands,French Southern Territories,14087.23,2,1,2,2708.32
IDZZ56824,Omega\OG-436,Mr. Joshua Burnett,M,2011-02-16,2021-03-26,2021-12-26,0,Australia,Malta,14202.84,2,0,2,
IDYY22652,Calisto\CS-730,Ms. Cora Ibarra,F,1995-05-12,2021-01-07,2021-03-14,1,Jamaica,Norway,8041.46,2,0,2,
IDYY07294,Calisto\CS-122,Ms. Tiffany Gebauer,F,2008-03-05,2021-05-28,2021-12-20,0,Philippines,Malawi,10077.61,2,0,1,
IDYY42977,Calisto\CS-514,Mr. Neal Lynch,M,1991-05-30,2021-09-08,2021-11-05,1,Palau,Tonga,6347.97,1,0,2,
IDXX40268,Adonis\AS-836,Ms. Theresa Weaver,F,1981-10-24,2021-09-17,2022-05-27,1,Palau,British Virgin Islands,16460.46,2,1,1,1749.65
IDYY03004,Calisto\CS-451,Ms. Evelyn Walsh,F,2020-03-03,2021-10-13,2022-08-29,0,United Arab Emirates,Northern Mariana Islands,9412.18,2,1,1,
IDYY34330,Calisto\CS-801,Ms. Marilyn Bryant,F,2017-03-14,2021-05-16,2022-02-03,0,Serbia,Venezuela,9330.15,0,0,1,1170.84
IDYY70881,Calisto\CS-185,Mr. Gordon Kelley,M,1981-12-13,2021-03-21,2022-03-16,1,Cape Verde,Tunisia,3900.78,1,1,1,661.96
IDZZ49722,Omega\OG-424,Ms. Peggy Chipps,F,2011-10-07,2021-07-08,2021-08-01,0,Denmark,Saint Kitts and Nevis,7328.36,2,0,3,1511.42
IDZZ74479,Omega\OG-491,Mr. Jeffery Madden,M,2014-04-05,2021-04-22,2021-12-21,0,Martinique,Seychelles,13003.67,1,1,1,979.09
IDXX59061,Adonis\AS-119,Mr. Matthew Reyes,M,2014-10-20,2021-09-18,2022-06-17,0,Germany,Western Sahara,3603.27,1,1,1,
IDZZ96990,Omega\OG-344,Ms. Laura Jensen,F,1995-09-11,2021-08-31,2021-10-16,1,New Zealand,Comoros,12303.69,1,0,3,2627.59
IDXX14644,Adonis\AS-732,Mr. Paul Dooley,M,2008-08-24,2021-03-28,2022-02-07,0,Ghana,Cameroon,1477.24,1,0,1,
IDXX13459,Adonis\AS-459,Ms. Linda Mejia,F,1983-11-09,2021-10-24,2022-04-23,1,Greece,Saint Vincent and the Grenadines,8522.91,0,0,2,2206.53
IDZZ48619,Omega\OG-586,Ms. Rita Chen,F,1998-09-05,2021-10-26,2021-11-05,1,Jersey,United States,7225.39,0,1,2,
IDYY52264,Calisto\CS-754,Ms. Lisa Garcia,F,1990-10-23,2021-01-16,2021-12-07,1,Slovakia,Germany,718.09,2,0,1,
IDYY30646,Calisto\CS-558,Ms. Charlene Hill,F,1992-09-13,2021-12-23,2022-11-12,1,El Salvador,Liberia,8714.05,2,1,2,1529.32
IDZZ40718,Omega\OG-413,Ms. Rosalba Tews,F,1998-04-17,2021-06-13,2022-01-04,1,Saint Pierre and Miquelon,Bahamas,3072.21,2,1,1,432.2
IDZZ57489,Omega\OG-450,Ms. Mary Wetherbee,F,1991-03-26,2021-07-07,2022-01-14,1,Falkland Islands [Islas Malvinas],Qatar,13612.37,1,0,1,
IDYY68543,Calisto\CS-197,Ms. Della Kozak,F,1996-02-18,2021-10-15,2022-07-17,1,U.S. Virgin Islands,Macedonia [FYROM],8403.82,1,1,2,
IDYY69102,Calisto\CS-579,Mr. Arthur Mensing,M,1985-03-17,2021-03-05,2022-01-31,1,Iran,Niger,4845.37,1,0,1,
IDZZ72538,Omega\OG-694,Ms. Dianne Morrell,F,2009-04-02,2021-08-19,2021-11-13,0,Belgium,South Georgia and the South Sandwich Islands,12290.24,2,0,2,1658.89
IDXX84092,Adonis\AS-194,Ms. Louise Mckenzie,F,1995-06-04,2021-03-29,2021-08-20,1,Bermuda,Kuwait,10127.82,1,0,2,2423.72
IDXX54074,Adonis\AS-300,Mr. Marcus Stevens,M,2014-09-17,2021-09-16,2022-02-04,0,Vatican City,Saint Helena,7708.17,0,0,2,1940.73
IDXX02260,Adonis\AS-133,Ms. Denise Cofer,F,2006-05-24,2021-08-13,2021-10-25,0,Serbia,Namibia,7459.79,0,1,2,1699.06
IDZZ07073,Omega\OG-601,Mr. Jose Young,M,2013-04-11,2021-04-14,2021-09-17,0,Palau,Vanuatu,4386.83,0,0,2,944.71
IDZZ75675,Omega\OG-038,Ms. Lisa Thomason,F,1986-12-29,2021-07-28,2021-12-01,1,British Indian Ocean Territory,Chad,6341.3,1,0,2,
IDXX65383,Adonis\AS-660,Ms. Mildred Gaiser,F,1995-03-24,2021-12-28,2022-08-06,1,Turkey,Wallis and Futuna,15799.72,1,0,2,3562.91
IDXX23371,Adonis\AS-521,Ms. Michelina Lindsey,F,1989-11-14,2021-04-11,2021-07-15,1,Guam,Jordan,10966.87,2,1,2,2243.92
IDXX68546,Adonis\AS-817,Mr. John Snider,M,1997-07-04,2021-03-17,2021-05-15,1,Isle of Man,British Virgin Islands,6434.06,2,0,3,2222.11
IDXX97050,Adonis\AS-592,Mr. Gilberto Goldner,M,2002-04-15,2021-11-26,2021-12-31,1,Pitcairn Islands,United States,7639.93,0,1,2,1833.26
IDZZ81708,Omega\OG-795,Mr. Paul Moore,M,1988-02-19,2021-01-11,2021-07-14,1,Netherlands,Iran,4439.83,1,0,1,
IDYY30858,Calisto\CS-777,Ms. Monica Meyer,F,2012-08-10,2021-05-18,2021-12-30,0,Saint Helena,Russia,13700.94,1,0,1,
IDZZ28616,Omega\OG-475,Ms. Bernice Wahlen,F,2014-08-16,2021-05-12,2021-09-02,0,Côte d'Ivoire,Slovenia,4726.72,2,0,2,758.55
IDYY61901,Calisto\CS-720,Mr. Charles Hester,M,2007-11-23,2021-05-28,2022-02-12,0,Cyprus,Egypt,957.87,0,0,2,
IDYY57486,Calisto\CS-270,Mr. Derrick Esparza,M,2017-07-18,2021-04-13,2021-12-13,0,Guatemala,Myanmar [Burma],15786.77,2,1,1,1303.74
IDXX46208,Adonis\AS-940,Mr. Tim Jackson,M,1986-11-10,2021-12-07,2022-03-29,1,Iraq,Gaza Strip,905.64,0,1,2,613.88
IDYY13662,Calisto\CS-870,Mr. Justin Hasselman,M,1985-05-04,2021-06-11,2021-09-29,1,Falkland Islands [Islas Malvinas],Kenya,10527.09,2,0,2,
IDXX40972,Adonis\AS-034,Mr. Jean Marenco,M,1981-10-19,2021-10-17,2022-05-08,1,Tokelau,El Salvador,9505.08,1,1,2,
IDYY31720,Calisto\CS-339,Ms. Irene Mitchell,F,1997-05-18,2021-03-03,2021-08-16,1,Fiji,Sweden,14947.45,2,1,2,
IDYY30902,Calisto\CS-688,Ms. Lori Sargeant,F,1983-08-26,2021-08-07,2022-04-29,1,North Korea,Vietnam,3473.12,2,1,1,525.8
IDYY09453,Calisto\CS-944,Ms. Rebecca Ealand,F,2000-01-30,2021-04-04,2021-12-01,1,Finland,Tonga,15224.92,1,0,1,1631.5
IDZZ55446,Omega\OG-493,Mr. Ahmad Faris,M,2010-11-30,2021-01-10,2021-11-06,0,Mayotte,Saint Lucia,12072.84,2,1,2,1465.4
IDZZ47572,Omega\OG-482,Ms. Willie Board,F,2011-01-14,2021-10-31,2022-03-19,0,Hong Kong,Botswana,10889.7,2,0,2,1487.64
IDZZ52076,Omega\OG-191,Ms. Patrica Dusek,F,2019-10-31,2021-02-11,2021-05-06,0,Namibia,Lebanon,6586.55,1,0,2,1100.2
IDZZ24044,Omega\OG-964,Mr. Troy Jackson,M,2011-06-21,2021-03-29,2021-08-16,0,Turks and Caicos Islands,Bouvet Island,11060.62,2,0,2,
IDXX29688,Adonis\AS-079,Ms. Amanda Williams,F,1984-11-19,2021-05-13,2021-07-26,1,Mozambique,Mexico,15665.36,1,0,2,3536.01
IDYY92292,Calisto\CS-381,Ms. Darlene Smith,F,1980-02-09,2021-12-29,2022-09-21,1,Slovenia,American Samoa,16455.94,2,1,1,1451.69
IDZZ01648,Omega\OG-394,Mr. Richard Luer,M,1995-12-17,2021-08-20,2021-10-09,1,Bahamas,Montserrat,1829.13,0,1,3,759.88
IDYY77839,Calisto\CS-705,Mr. Robert Garza,M,2011-08-24,2021-10-30,2021-11-29,0,Saint Lucia,Bhutan,14488.71,1,0,2,2607.34
IDXX13804,Adonis\AS-571,Mr. Isaac Degennaro,M,2012-04-19,2021-01-09,2021-12-31,0,Slovenia,Saint Helena,8222.9,0,1,1,1097.32
IDYY30990,Calisto\CS-004,Ms. Tammie Sweet,F,1994-04-27,2021-04-01,2021-06-09,1,Mauritania,Kuwait,5900.23,1,0,2,1363.37
IDXX02965,Adonis\AS-234,Mr. Sean Mead,M,1982-12-20,2021-01-24,2021-09-18,1,Bosnia and Herzegovina,Egypt,2238.71,0,1,2,859.6
IDXX91840,Adonis\AS-135,Mr. George Bean,M,1991-01-22,2021-01-10,2021-01-15,1,Norfolk Island,Sierra Leone,17745.97,1,1,2,
IDXX39367,Adonis\AS-792,Mr. Lee Howard,M,1995-04-03,2021-03-27,2022-01-18,1,Vatican City,Netherlands,1260.35,0,1,1,566.25
IDYY37166,Calisto\CS-906,Mr. James Hooper,M,1982-11-18,2021-08-14,2021-12-21,1,Equatorial Guinea,Azerbaijan,5701.63,1,1,2,1198.25
IDXX74774,Adonis\AS-002,Ms. Jody Church,F,2020-10-29,2021-01-11,2021-11-28,0,Dominican Republic,Iraq,10941.7,1,0,2,2478.27
IDYY23336,Calisto\CS-875,Mr. Anthony Smith,M,2011-07-29,2021-05-27,2021-10-15,0,Norfolk Island,Nepal,10967.21,1,0,2,2055.63
IDYY90115,Calisto\CS-098,Ms. Judith Marshall,F,2010-10-03,2021-05-19,2021-07-22,0,Aruba,El Salvador,2056.07,1,1,2,
IDYY64796,Calisto\CS-419,Ms. Thelma Patterson,F,1990-08-09,2021-04-22,2022-01-14,1,Cambodia,Bouvet Island,11901.22,1,1,1,1236.96
IDZZ90499,Omega\OG-073,Ms. Rasheeda Amie,F,2019-01-22,2021-05-18,2021-07-04,0,Syria,Bulgaria,1464.84,1,1,3,505.58
IDXX19393,Adonis\AS-670,Mr. James Figg,M,2009-06-30,2021-12-29,2022-01-11,0,Sri Lanka,Azerbaijan,4873.75,2,0,2,1186.39
IDXX29483,Adonis\AS-042,Mr. Willie Hernande,M,2015-07-22,2021-05-07,2021-06-15,0,Cameroon,Armenia,4879.47,2,1,2,1058.76
IDZZ99225,Omega\OG-279,Ms. Katherine Horsley,F,2000-07-30,2021-06-22,2022-01-16,1,Pakistan,Tonga,13569.76,2,0,2,1922.75
IDZZ99727,Omega\OG-330,Mr. Glen Lujan,M,2000-06-04,2021-02-16,2021-07-29,1,Tuvalu,Latvia,14019.44,1,0,2,2089.91
IDYY12219,Calisto\CS-552,Mr. Vincent Walker,M,2012-03-24,2021-07-13,2021-08-09,0,Hong Kong,Sierra Leone,13212.06,2,1,2,
IDXX27355,Adonis\AS-384,Ms. Kathryn Stjohn,F,1999-11-22,2021-11-10,2022-09-17,1,Vatican City,French Polynesia,16836.5,2,1,2,
IDYY73199,Calisto\CS-945,Mr. Tyson Rosa,M,2018-02-18,2021-09-15,2021-11-23,0,French Southern Territories,Afghanistan,9265.17,1,1,2,1593.22
IDYY88079,Calisto\CS-545,Ms. Ashley Wright,F,1999-05-17,2021-06-23,2021-09-23,1,Cameroon,Guinea,2443.05,0,0,2,
IDYY27113,Calisto\CS-350,Ms. Martha Jares,F,1994-08-28,2021-03-04,2021-12-23,1,Puerto Rico,Maldives,15026.95,2,1,1,
IDYY22632,Calisto\CS-091,Mr. Alan Mcclendon,M,2005-11-07,2021-11-16,2022-04-22,1,Vietnam,Bhutan,2380.28,1,1,2,713.0
IDXX19983,Adonis\AS-961,Ms. Phyllis Russell,F,2007-03-04,2021-07-23,2021-10-20,0,Denmark,Malaysia,9781.55,1,1,2,2028.45
IDXX29769,Adonis\AS-421,Mr. Donald Payne,M,2003-11-19,2021-08-27,2022-05-11,1,Netherlands,Ireland,921.14,2,1,1,351.8
IDZZ17221,Omega\OG-111,Ms. Ruth James,F,2010-11-07,2021-04-07,2022-02-07,0,Liberia,Guernsey,4833.68,2,0,1,481.06
IDXX93494,Adonis\AS-935,Mr. Charles Tooms,M,1991-01-17,2021-02-21,2021-08-17,1,Sudan,Palestinian Territories,2185.9,2,1,2,
IDYY68604,Calisto\CS-303,Mr. David Cripe,M,1986-11-15,2021-11-19,2022-06-08,1,Malawi,Senegal,6197.45,1,1,1,820.14
IDXX31678,Adonis\AS-430,Ms. Leslie Holler,F,1983-04-11,2021-08-21,2021-12-17,1,São Tomé and Príncipe,Hong Kong,11806.85,2,0,2,2660.65
IDYY30979,Calisto\CS-383,Mr. Rudolph Morton,M,1989-09-15,2021-01-10,2021-09-23,1,New Zealand,Heard Island and McDonald Islands,7156.21,1,0,1,985.42
IDXX38008,Adonis\AS-481,Mr. Robert Palmer,M,2002-03-10,2021-05-18,2021-08-07,1,Spain,Pakistan,6537.96,1,0,2,
IDZZ08997,Omega\OG-114,Mr. Donald Bell,M,2004-02-24,2021-08-11,2021-10-21,1,Moldova,Bahrain,3086.83,0,0,2,887.81
IDYY36727,Calisto\CS-472,Mr. Raymond Greeson,M,1983-11-27,2021-06-20,2021-08-13,1,Vatican City,Kenya,5320.59,1,1,2,
IDYY75713,Calisto\CS-193,Ms. Rosalyn Little,F,1988-06-02,2021-04-22,2022-04-05,1,Guam,Laos,4555.48,2,0,1,667.71
IDXX13716,Adonis\AS-219,Mr. Antonio Brady,M,1982-03-18,2021-03-30,2021-05-18,1,Bosnia and Herzegovina,Puerto Rico,8173.93,2,0,2,
IDYY51531,Calisto\CS-034,Ms. Sarah Meli,F,1998-02-13,2021-01-29,2021-08-04,1,Grenada,Benin,6982.16,2,0,1,853.01
IDXX13257,Adonis\AS-015,Ms. Rachelle Nichols,F,1998-08-22,2021-10-09,2021-11-23,1,Djibouti,Micronesia,11780.81,1,0,2,2752.04
IDYY11018,Calisto\CS-249,Mr. Richard Rustrian,M,2000-12-09,2021-05-11,2022-02-20,1,El Salvador,Saint Vincent and the Grenadines,2989.6,0,0,2,1016.16
IDYY80604,Calisto\CS-297,Ms. Keely Crane,F,1988-09-22,2021-05-30,2021-12-17,1,Guinea-Bissau,Gibraltar,2883.36,2,0,1,529.08
IDZZ71418,Omega\OG-365,Ms. Viola Gonzales,F,2016-03-01,2021-05-23,2021-10-14,0,Netherlands,Uruguay,11133.69,2,1,2,1377.1
IDXX73598,Adonis\AS-283,Mr. Christopher Ledford,M,2015-02-02,2021-10-05,2021-10-19,0,Argentina,Mexico,8013.4,2,1,2,
IDYY26196,Calisto\CS-720,Ms. Lani Martelli,F,1993-07-16,2021-09-12,2021-11-22,1,Pitcairn Islands,French Polynesia,2406.62,2,0,2,685.29
IDZZ89330,Omega\OG-417,Ms. Meghan Evans,F,2015-08-27,2021-12-04,2022-01-17,0,Honduras,Sierra Leone,8113.5,0,1,2,1236.33
IDZZ13590,Omega\OG-069,Ms. Elizabeth Mccain,F,2018-04-22,2021-01-16,2021-07-31,0,American Samoa,Central African Republic,18556.01,2,1,2,2175.41
IDXX86991,Adonis\AS-386,Mr. Juan Huerta,M,1987-11-27,2021-07-17,2022-01-24,1,Thailand,Yemen,5607.73,2,1,1,773.02
IDYY14969,Calisto\CS-848,Ms. Melissa Armstrong,F,2003-12-13,2021-04-14,2021-09-29,1,Nicaragua,Bouvet Island,11091.55,1,0,2,
IDYY92856,Calisto\CS-126,Mr. Kurt Richards,M,2017-05-25,2021-07-01,2021-11-27,0,Slovakia,Pakistan,4622.84,0,1,2,1047.73
IDXX51325,Adonis\AS-861,Ms. Augusta Austin,F,1996-09-20,2021-01-10,2021-10-03,1,China,Ghana,10848.15,2,0,2,2477.72
IDYY79389,Calisto\CS-798,Ms. Mary Breslin,F,2002-01-14,2021-11-10,2022-07-25,1,Colombia,Oman,13883.84,2,0,1,1420.34
IDYY57277,Calisto\CS-074,Ms. Marissa Tooms,F,2018-06-26,2021-06-22,2021-07-05,0,Saint Vincent and the Grenadines,Mozambique,11182.51,2,0,2,1971.1
IDYY81852,Calisto\CS-996,Mr. Courtney Barnes,M,2010-09-21,2021-06-18,2021-09-25,0,Comoros,Bouvet Island,5909.81,2,1,2,
IDZZ38704,Omega\OG-917,Ms. Janet Douglas,F,2017-05-23,2021-03-24,2021-12-17,0,Mongolia,Malta,7159.66,0,1,1,
IDYY90261,Calisto\CS-812,Mr. William Peale,M,1983-08-09,2021-01-11,2021-02-24,1,Western Sahara,Belgium,3286.3,0,0,2,1067.37
IDXX06159,Adonis\AS-226,Mr. Anthony Young,M,1981-10-25,2021-09-15,2021-09-20,1,Honduras,Dominica,2668.96,1,1,2,837.65
IDZZ92472,Omega\OG-896,Mr. Jerry Garner,M,1980-07-07,2021-02-14,2021-11-09,1,Swaziland,Burundi,2582.21,2,0,1,
IDYY53214,Calisto\CS-077,Mr. Kelvin Lindstedt,M,2016-03-30,2021-08-25,2022-03-24,0,Central African Republic,Norfolk Island,15769.41,2,0,1,1437.62
IDYY26566,Calisto\CS-353,Mr. Nicholas Barrett,M,1982-07-20,2021-09-07,2021-12-26,1,Grenada,Poland,8314.07,1,1,2,1576.26
IDYY19642,Calisto\CS-493,Mr. Florentino Dipaolo,M,2010-02-23,2021-11-28,2022-11-05,0,Isle of Man,El Salvador,8411.1,0,0,2,
IDZZ82058,Omega\OG-815,Ms. Frances Pennell,F,1984-12-26,2021-03-21,2021-07-24,1,Macedonia [FYROM],Panama,10412.93,2,0,2,1552.73
IDYY99983,Calisto\CS-698,Ms. Rosemary Williams,F,2007-01-02,2021-04-23,2021-11-10,0,Isle of Man,Cameroon,5432.51,0,0,1,854.89
IDYY70920,Calisto\CS-243,Mr. Mathew Johnston,M,2013-12-16,2021-12-10,2022-08-04,0,Jordan,Kyrgyzstan,3635.76,2,1,1,428.48
IDXX15208,Adonis\AS-608,Mr. George Dorado,M,1986-04-04,2021-05-06,2022-02-12,1,Greenland,Jamaica,6377.13,0,1,2,
IDYY50625,Calisto\CS-534,Ms. Lynne Sanchez,F,2002-01-16,2021-08-10,2022-08-09,1,Ghana,Argentina,8266.31,2,0,1,
IDYY94674,Calisto\CS-896,Ms. Patricia Shelton,F,1988-05-16,2021-01-26,2021-05-29,1,Dominica,Svalbard and Jan Mayen,8224.96,1,1,2,1557.37
IDYY44751,Calisto\CS-212,Mr. Steven Bangert,M,2006-09-13,2021-05-03,2021-06-17,0,Lithuania,Afghanistan,4102.92,2,1,2,747.14
IDYY20401,Calisto\CS-697,Ms. Marion Higgins,F,1982-09-16,2021-09-21,2022-02-10,1,Armenia,Canada,8993.12,1,0,2,1857.04
IDYY64083,Calisto\CS-575,Mr. Jacob Rosales,M,2008-04-22,2021-08-15,2022-03-20,0,Brunei,Guatemala,16476.66,1,0,2,2935.82
IDXX98291,Adonis\AS-525,Mr. Gilbert Cook,M,1993-02-11,2021-12-09,2022-06-06,1,Macau,Vietnam,1063.42,0,0,2,712.88
IDZZ45124,Omega\OG-659,Ms. Ardis Jensen,F,1998-02-10,2021-05-26,2022-01-28,1,Guatemala,Georgia,12011.98,1,0,1,1125.15
IDYY56415,Calisto\CS-305,Ms. Tabitha Campos,F,1998-10-25,2021-03-28,2022-02-02,1,Kenya,Netherlands Antilles,11863.67,2,1,1,1128.92
IDZZ76956,Omega\OG-858,Mr. Brandon Clark,M,2001-05-19,2021-02-28,2021-05-09,1,Malaysia,Haiti,17381.01,2,1,2,
IDYY43537,Calisto\CS-388,Ms. Janna Long,F,2011-03-16,2021-03-20,2022-01-26,0,Estonia,Bolivia,11480.45,1,0,1,
IDZZ22232,Omega\OG-161,Ms. Betsy Blackwell,F,1984-06-20,2021-11-03,2022-01-11,1,Congo [Republic],Thailand,9507.84,2,1,2,1300.47
IDXX36722,Adonis\AS-890,Mr. Timothy Regalado,M,2014-07-05,2021-08-24,2022-02-20,0,Falkland Islands [Islas Malvinas],Turks and Caicos Islands,8267.94,0,1,2,1848.29
IDYY86294,Calisto\CS-240,Ms. Eleanor Bentley,F,2013-07-05,2021-04-29,2021-08-30,0,Singapore,Bahrain,6311.01,2,0,2,
